rxn_formula,example reaction id,using dS_f data,extend of using dS_f data,dS_r_from_slope,dS_r_from_dG_r_and_dH_r,median_dG_r,rxn_formula_name,enzyme name,EC number
MAN_10036 = CHB_16704 + CHB_27844,Keq_2079,50.82478773,0.333333333,,,-3148.028422,adenylyl(3'->5')uridine(aq) = adenosine 2':3'-(cyclic)phosphate(aq) + uridine(aq),ribonuclease (unclassified),3.1.27.-
MAN_10090 = CHB_16335 + CHB_27844,Keq_2077,69.16529175,0.333333333,,,-4720.925916,adenylyl(3'->5')adenosine(aq) = adenosine 2':3'-(cyclic)phosphate(aq) + adenosine(aq),ribonuclease (unclassified),3.1.27.-
MAN_10008 = CHB_16335 + CHB_28181,Keq_2084,55.77973667,0.333333333,,,-4720.652462,guanylyl(3'->5')adenosine(aq) = guanosine 2':3'-(cyclic)phosphate(aq) + adenosine(aq),ribonuclease (unclassified),3.1.27.-
CHB_15377 + CHB_28637 = CHB_28895,Keq_1889,-155.8684504,0.333333333,-178.9792712,-178.9792712,19402.30041,uridine 2':3'-(cyclic)phosphate(aq) + H2O(l) = uridine 3'-monophosphate(aq),pancreatic ribonuclease,3.1.27.5
CHB_15377 + CHB_27652 = CHB_53013,Keq_1406,-156.1853786,0.333333333,-131.0903603,-131.0903603,19817.64441,cytidine 2':3'-(cyclic)phosphate(aq) + H2O(l) = 3'-CMP(aq),pancreatic ribonuclease,3.1.27.5
CHB_15377 + CHB_27612 = PBC_10020,Keq_131,-110.9554959,0.333333333,-118.0938664,-118.0938664,30937.15858,hydantoin(aq) + H2O(l) = ureidoacetic acid(aq),dihydropyrimidinase,3.5.2.2
CHB_15377 + CHB_15901 = CHB_18261,Keq_134,-93.45799084,0.333333333,-112.1162906,-112.1162906,33328.18947,"5,6-dihydrouracil(aq) + H2O(l) = 3-ureidopropanoic acid(aq)",dihydropyrimidinase,3.5.2.2
CHB_15377 + CHS_85042 = MAN_10168,Keq_139,-104.9277812,0.333333333,-141.5354256,-141.5354256,37689.58088,5-(4-hydroxy)-phenylhydantoin(aq) + H2O(l) = 5-(4-hydroxyphenyl) D-carbamoylate(aq),dihydropyrimidinase,3.5.2.2
CHB_15377 + PBC_1002 = MAN_10131,Keq_137,-124.1301915,0.333333333,-137.7780332,-137.7780332,38705.01116,5-phenylhydantoin(aq) + H2O(l) = 5-phenyl D-carbamoylate(aq),dihydropyrimidinase,3.5.2.2
CHB_15377 + CHB_30864 = CHB_15859,Keq_2374,-120.167431,0.333333333,,,37105.10677,(S)-dihydroorotate(aq) + H2O(l) = N-carbamoyl-L-aspartate(aq),dihydroorotase,3.5.2.3
CHB_15377 + CHB_16342 = CHB_15859,Keq_680,-127.4354723,0.333333333,,,40742.0572,L-5-carboxymethylhydantoin(aq) + H2O(l) = N-carbamoyl-L-aspartate(aq),carboxymethylhydantoinase,3.5.2.4
CHB_15377 + CHB_18208 = CHB_61222,Keq_4079,-97.86376131,0.333333333,-302.9303008,-302.9303008,485.3358516,penicillin G(aq) + H2O(l) = penicillinoic acid(aq),_-lactamase,3.5.2.6
CHB_15377 + CHB_28971 = PBC_6453491,Keq_4081,-131.1524692,0.333333333,-443.2591942,-443.2591942,26922.6128,ampicillin(aq) + H2O(l) = ampicillinoic acid(aq),_-lactamase,3.5.2.6
CHB_15377 + CHB_15638 = CHB_15637,Keq_1607,-7.351224547,0.333333333,,,36164.81309,"5,10-methenyltetrahydrofolate(aq) + H2O(l) = 10-formyltetrahydrofolate(aq)",methenyltetrahydrofolate cyclohydrolase,3.5.4.9
CHB_16842 + CHB_17363 = CHB_27973,Keq_2304,-77.70612599,0.333333333,,,25524.41837,D-arabino-3-hexulose 6-phosphate(aq) = D-ribulose 5-phosphate(aq) + formaldehyde(aq),D-arabino-3-hexulose phosphate formaldehyde lyase,4.1.2.43
MAN_10152 = CHB_16108 + CHB_17153,Keq_759,82.29045378,0.333333333,,,12842.47047,"5,6-dideoxyfructose 1-phosphate(aq) = glycerone phosphate(aq) + propionaldehyde(aq)",fructose-biphosphate aldolase,4.1.2.13
MAN_10010 = CHB_15343 + CHB_16108,Keq_202,80.27423622,0.333333333,,,14064.90293,methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),fructose-biphosphate aldolase,4.1.2.13
CHB_15925 = CHB_15361 + CHB_29052,Keq_1392,121.3439156,0.333333333,,,14514.6276,6-phospho-2-dehydro-3-deoxy-D-gluconate(aq) = pyruvate(aq) + D-glyceraldehyde 3-phosphate(aq),2-dehydro-3-deoxyphosphogluconate aldolase,4.1.2.14
CHB_17647 = CHB_15361 + CHB_17071,Keq_1873,93.71760728,0.333333333,,,20273.54665,2-dehydro-3-deoxy-L-pentonate(aq) = pyruvate(aq) + glycolaldehyde(aq),2-dehydro-3-deoxy-L-pentonate aldolase,4.1.2.18
CHB_18104 = CHB_15361 + CHB_18041,Keq_2067,93.29413153,0.333333333,,,22605.20762,2-dehydro-3-deoxy-D-fuconate(aq) = pyruvate(aq) + (S)-lactaldehyde(aq),2-dehydro-3-deoxy-L-pentonate aldolase,4.1.2.18
CHB_17063 = CHB_16108 + CHB_16842,Keq_660,76.44145438,0.333333333,,,18919.36958,erythrulose 1-phosphate(aq) = formaldehyde(aq) + glycerone phosphate(aq),ketotetraose-phosphate aldolase,4.1.2.2
CHB_17860 = CHB_15361 + CHB_29052,Keq_1299,121.4180579,0.333333333,,,10906.32914,2-dehydro-3-deoxy-D-galactonate 6-phosphate(aq) = pyruvate(aq) + D-glyceraldehyde 3-phosphate(aq),2-dehydro-3-deoxy-6-phosphogalactonate aldolase,4.1.2.21
CHB_17032 = CHB_15361 + CHB_17378,Keq_4229,95.31102658,0.333333333,,,18318.66233,2-oxo-3-deoxy-D-gluconate(aq) = pyruvate(aq) + D-glyceraldehyde(aq),2-oxo-3-deoxy-D-gluconate aldolase,4.1.2.14
CHB_16087 = CHB_16891 + CHB_30031,Keq_121,95.47659868,0.333333333,,,7183.706045,isocitrate(aq) = succinate(aq) + glyoxylate(aq),isocitrate lyase,4.1.3.1
CHB_17742 = CHB_15361 + CHB_16891,Keq_1352,109.6057796,0.333333333,,,11441.411,4-hydroxy-2-oxoglutarate(aq) = pyruvate(aq) + glyoxylate(aq),4-hydroxy-2-oxoglutarate aldolase,4.1.3.16
CHB_29025 = CHB_15361 + MAN_10203,Keq_1294,148.0298144,0.333333333,,,6206.891333,N-glycolylneuraminate(aq) = N-glycolyl-D-mannosamine(aq) + pyruvate(aq),N-acetylneuraminate lyase,4.1.3.3
CHB_15377 + CHB_15520 = CHB_15505,Keq_4215,-41.71183775,0.333333333,,,10359.7491,"cyclohexa-1,5-diene-1-carboxyl-CoA(aq) + H2O(l) = 6-hydroxycyclohex-1-ene-carboxyl-CoA(aq)","cyclohexa-1,5-diene-1-carboxyl-CoA (dienoyl-CoA) hydratase",4.2.1.100
CHB_37050 = CHB_15377 + CHB_15473,Keq_3371,36.67068944,0.333333333,,,3243.231588,DL-3-hydroxybutanoyl-CoA(aq) = trans-but-2-enoyl-CoA(aq) + H2O(l),3-hydroxybutyryl-CoA dehyratase,4.2.1.55
CHB_32364 = CHB_15377 + CHB_30918,Keq_682,105.94553,0.333333333,,,-3802.157691,3-dehydroquinate(aq) = 3-dehydroshikimate(aq) + H2O(l),3-dehydroquinate dehydratase,4.2.1.10
CHB_28276 = CHB_15377 + CHB_28706,Keq_859,32.02194696,0.333333333,,,1039.105843,(3S)-3-hydroxyhexanoyl-CoA(aq) = trans-hex-2-enoyl-CoA(aq) + H2O(l),enoyl-CoA hydratase,4.2.1.17
CHB_15453 = CHB_15377 + CHB_15473,Keq_858,36.67068944,0.333333333,,,4025.154245,(3S)-3-hydroxybutanoyl-CoA(aq) = trans-but-2-enoyl-CoA(aq) + H2O(l),enoyl-CoA hydratase,4.2.1.17
CHB_74474 = CHB_15377 + MAN_10142,Keq_857,39.90793996,0.333333333,,,4039.037426,(3R)-3-hydroxyhexanoyl-CoA(aq) = cis-hex-2-enoyl-CoA(aq) + H2O(l),enoyl-CoA hydratase,4.2.1.17
CHB_15452 = CHB_15377 + MAN_10169,Keq_856,38.88757137,0.333333333,,,4205.929486,(3R)-3-hydroxybutanoyl-CoA(aq) = cis-but-2-enoyl-CoA(aq) + H2O(l),enoyl-CoA hydratase,4.2.1.17
CHB_16881 + CHB_29052 = CHB_18299,Keq_2642,-64.1986545,0.333333333,-64.16001633,-64.16001633,-21220.69113,D-glyceraldehyde 3-phosphate(aq) + indole(aq) = 1-(indol-3-yl)glycerol 3-phosphate(aq),tryptophan synthase,4.2.1.20
CHB_16087 = CHB_15377 + CHB_16383,Keq_326,38.29347481,0.333333333,,,5020.852948,isocitrate(aq) = cis-aconitate(aq) + H2O(l),aconitate hydratase,4.2.1.3
CHB_30936 = CHB_15377 + CHB_36986,Keq_1911,88.14830784,0.333333333,,,4361.377819,(S)-2-methylmalate(aq) = 2-methylfumarate(aq) + H2O(l),(S)-2-methylmalate dehydratase,4.2.1.34
CHB_30934 = CHB_15377 + CHB_30719,Keq_4073,82.78147409,0.333333333,,,11603.04924,(R)-2-methylmalate(aq) = 2-methylmaleate(aq) + H2O(l),(R)-2-methylmalate dehydratase,4.2.1.35
PBC_102871 = CHB_15377 + MAN_10004,Keq_2048,101.6189305,0.333333333,,,-5908.64251,g-fluoroglutamate(aq) = trans-D-3-fluoro-2-pyrrolidone-5-carboxylate(aq) + H2O(l),D-glutamate cyclase,4.2.1.48
CHB_15582 = CHB_15377 + CHB_17081,Keq_4072,77.83711149,0.333333333,,,6101.429217,"(2R,3S)-2,3-dimethylmalate(aq) = dimethylmaleate(aq) + H2O(l)",dimethylmaleate hydratase,4.2.1.85
CHB_16347 = CHB_15377 + CHB_1774,Keq_3721,64.49923585,0.333333333,,,1033.386347,L-carnitine(aq) = 4-(trimethylammonio)but-2-enoate(aq) + H2O(l),carnitine dehydratase,4.2.1.89
CHB_47980 = CHB_16134 + CHB_36986,Keq_1103,40.40814469,0.333333333,,,4974.313797,L-threo-3-methylaspartate(aq) = 2-methylfumarate(aq) + ammonia(aq),methylaspartate ammonia-lyase,4.3.1.2
MAN_10086 = CHB_16134 + MAN_10087,Keq_1205,41.60711549,0.333333333,,,33256.1258,alanylpantetheine(aq) = acrylylpantetheine(aq) + ammonia(aq),_-alanyl-CoA ammonia lyase,4.3.1.6
CHB_18319 = CHB_29806 + MAN_10145,Keq_1167,76.89504337,0.333333333,,,11219.82716,N-(5-amino-1--D-ribosyl-4-imidazoyl-carbonyl)-L-aspartic acid 5'-phosphate(aq) = fumarate(aq) + 5-amino-1--D-ribosyl-4-imidazolecarboxamide 5'-phosphate(aq),adenylosuccinate lyase,4.3.2.2
CHB_15412 = CHB_16199 + CHB_16891,Keq_1421,49.34438479,0.333333333,,,5400.267686,(-)-ureidoglycolate(aq) = glyoxylate(aq) + urea(aq),ureidoglycolate lyase,4.3.2.3
CHB_15377 + MAN_10001 = CHB_16532 + CHB_21371,Keq_2820,-81.75937943,0.25,,,648.946364,benzyloxycarbonylglycyl-L-phenylalaninamide(aq) + H2O(l) = benzyloxycarbonylglycine(aq) + L-phenylalaninamide(aq),thermolysin,3.4.24.27
CHB_15428 + CHB_15639 = CHB_15635 + CHB_18415,Keq_1455,39.97399099,0.25,,,-2986.092536,5-formiminotetrahydrofolate(aq) + glycine(aq) = N-formiminoglycine(aq) + tetrahydrofolate(aq),glycine formiminotransferase,2.1.2.4
CHB_15639 + CHB_29985 = CHB_15635 + CHB_7274,Keq_1325,49.03963873,0.25,,,-795.9661868,5-formiminotetrahydrofolate(aq) + L-glutamate(aq) = N-formimino-L-glutamate(aq) + tetrahydrofolate(aq),glutamate formiminotransferase,2.1.2.5
CHB_15729 + CHB_17672 = CHB_16349 + CHB_26078,Keq_900,47.91168338,0.25,,,-25609.3128,carbamoyl phosphate(aq) + L-ornithine(aq) = L-citrulline(aq) + orthophosphate(aq),ornithine carbamoyltransferase,2.1.3.3
CHB_17672 + CHB_18058 = CHB_26078 + MAN_10167,Keq_1383,107.4340341,0.25,,,-34871.46248,carbamoyl phosphate(aq) + oxamate(aq) = orthophosphate(aq) + carbamoyl oxamate(aq),oxamate carbamoyltransferase,2.1.3.5
CHB_29052 + CHB_61553 = CHB_16332 + CHB_48153,Keq_3504,15.62508732,0.25,,,4567.957434,D-fructose 6-phosphate(aq) + D-glyceraldehyde 3-phosphate(aq) = D-erythrose 4-phospahte(aq) + D-xylulose 5-phosphate(aq),transketolase,2.2.1.1
CHB_17071 + CHB_61553 = CHB_27913 + CHB_48153,Keq_1262,16.62646771,0.25,,,8803.804151,D-fructose 6-phosphate(aq) + glycolaldehyde(aq) = L-erythrulose(aq) + D-erythrose 4-phosphate(aq),transketolase,2.2.1.1
CHB_29052 + MAN_10207 = CHB_16332 + CHB_52742,Keq_3506,54.17940544,0.25,,,337.307757,sedoheptulose 7-phosphate(aq) + D-glyceraldehyde 3-phosphate(aq) = D-ribose 5-phosphate(aq) + D-xylulose 5-phosphate(aq),transketolase,2.2.1.1
CHB_29052 + MAN_10207 = CHB_48153 + CHB_61553,Keq_1281,79.19730958,0.25,,,528.096016,sedoheptulose 7-phosphate(aq) + D-glyceraldehyde 3-phosphate(aq) = D-erythrose 4-phosphate(aq) + D-fructose 6-phosphate(aq),transaldolase,2.2.1.2
CHB_15350 + CHB_16069 = CHB_16984 + CHB_26078,Keq_725,56.09649644,0.25,,,11166.73818,acetyl phosphate(aq) + imidazole(aq) = N-acetylimidazole(aq) + orthophosphate(aq),imidazole N-acetyltransferase and phosphate acetyltransferase,2.3.1.2
CHB_15351 + CHB_17115 = CHB_15346 + CHB_17981,Keq_4083,77.54915381,0.25,,,-6705.643689,acetyl-CoA(aq) + L-serine(aq) = CoA(aq) + O-acetyl-L-serine(aq),serine acetyltransferase,2.3.1.30
CHB_16543 + CHB_29985 = CHB_15729 + CHB_44337,Keq_1506,-35.48219709,0.25,,,4847.462523,N-2-acetyl-L-ornithine(aq) + L-glutamate(aq) = L-ornithine(aq) + N-acetyl-L-glutamate(aq),glutamate N-acetyltransferase,2.3.1.35
CHB_15522 + CHB_26078 = CHB_15346 + CHB_16729,Keq_1375,23.04787893,0.25,,,43259.58814,formyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + formyl phosphate(aq),phosphate acetyltransferase,2.3.1.8
CHB_15351 + CHB_26078 = CHB_15346 + CHB_15350,Keq_1374,29.44136255,0.25,,,51820.2955,acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),phosphate acetyltransferase,2.3.1.8
CHB_18066 + CHB_30023 = CHB_17659 + CHB_18428,Keq_4069,150.1246516,0.25,,,-30962.77814,UDPglucose(aq) + sinapate(aq) = UDP(aq) + 1-sinapoylD-glucose(aq),sinapate 1-glucosyltransferase,2.4.1.120
CHB_26078 + CHB_3528 = CHB_16077 + CHB_17057,Keq_1890,-51.25862848,0.25,,,42108.97778,cellotriose(aq) + orthophosphate(aq) = cellobiose(aq) + D-glucose 1-phosphate(aq),cellobiose phosphorylase,2.4.1.20
CHB_26078 + PBC_71312211 = CHB_16077 + CHB_55514,Keq_1491,-53.08365501,0.25,,,40972.73084,laminaritetraose(aq) + orthophosphate(aq) = laminaritriose(aq) + D-glucose 1-phosphate(aq),laminaribiose phosphorylase,2.4.1.31
CHB_26078 + CHB_55514 = CHB_16077 + CHB_18411,Keq_1490,-48.20443937,0.25,,,41811.9,laminaritriose(aq) + orthophosphate(aq) = laminaribiose(aq) + D-glucose 1-phosphate(aq),laminaribiose phosphorylase,2.4.1.31
CHB_26078 + CHB_28997 = CHB_11563 + CHB_17368,Keq_1335,-66.29906835,0.25,,,48767.81486,2'-deoxyinosine(aq) + orthophosphate(aq) = hypoxanthine(aq) + 2-deoxy--D-ribose 1-phosphate(aq),purine-nucleoside phosphorylase,2.4.2.1
CHB_15842 + CHB_18361 = CHB_17111 + CHB_30839,Keq_2925,33.57950917,0.25,,,-43757.43272,orotidine 5'-phosphate(aq) + pyrophosphate(aq) = orotate(aq) + 5-phospho--D-ribose 1-diphosphate(aq),orotate phosphoribosyltransferase,2.4.2.10
CHB_15763 + CHB_18361 = CHB_15940 + CHB_17111,Keq_4071,11.49813825,0.25,,,-4212.147237,Nicotinate D-ribonucleotide(aq) + pyrophosphate(aq) = nicotinic acid(aq) + 5-phospho--D-ribose 1-diphosphate(aq),nicotinate phosphoribosyltransferase,2.4.2.11
CHB_17111 + PBC_9679 = CHB_18361 + MAN_10145,Keq_884,-23.44808908,0.25,,,39864.28302,5-amino-4-imidazolecarboxamide(aq) + 5-phospho--D-ribose 1-diphosphate(aq) = 5-amino-1--D-ribosyl-4-imidazolecarboxamide 5'-phosphate(aq) + pyrophosphate(aq),adenine phosphoribosyltransferase,2.4.2.7
CHB_16629 + CHB_17857 = CHB_18361 + CHB_9533,Keq_1279,-28.50206686,0.25,,,-1897.707009,2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate(aq) + 4-methyl-5-(2-phosphonoxyethyl)-thiazole(aq) = pyrophosphate(aq) + thiamine monophosphate(aq),thiamin-phosphate pyrophosphorylase,2.5.1.3
CHB_16264 + PBC_447809 = CHB_26078 + MAN_10098,Keq_4111,122.3407874,0.25,,,-49967.83103,(Z)-phosphoenolbutyrate(aq) + UDP-N-acetyl-D-glucosamine(aq) = orthophosphate(aq) + (Z)-enolbutyryl-UDP-N-acetylglucosamine(aq),UDP-N-acetylglucosamine 1-carboxyvinyltransferase,2.5.1.7
CHB_16467 + PBC_123766 = CHB_18412 + PBC_6912713,Keq_2948,-151.1161992,0.25,,,74854.11169,ATP-b--S(aq) + L-arginine(aq) = ADP-b--S(aq) + N-w-phospho-L-arginine(aq),arginine kinase,2.7.3.3
CHB_17436 + PBC_440317 = CHB_16761 + MAN_10035,Keq_3400,161.4313209,0.25,,,-33900.76293,ATP-g--S(aq) + (R)-5-phosphomevalonate(aq) = ADP(aq) + 2-thio-5-diphosphomevalonate(aq),phosphomevalonate kinase,2.7.4.2
CHB_13705 + CHB_15380 = CHB_15345 + CHB_30031,Keq_855,19.65183629,0.25,,,6048.050954,succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq),3-oxoacid CoA-transferase,2.8.3.5
CHB_13705 + CHB_15351 = CHB_15345 + CHB_30089,Keq_2653,-0.226573616,0.25,,,4941.526059,acetyl-CoA(aq) + acetoacetate(aq) = acetoacetyl-CoA(aq) + acetate(aq),acetate CoA-transferase,2.8.3.8
CHB_15377 + CHB_17616 = CHB_15756 + CHB_50211,Keq_3871,-16.32396821,0.25,,,61121.73834,retinyl palmitate(aq) + H2O(l) = retinol(aq) + palmitate(aq),retinyl-palmitate esterase,3.1.1.21
CHB_15377 + PBC_5497163 = CHB_16196 + PBC_5497164,Keq_4021,-44.64851051,0.25,,,53338.72535,triolein(aq) + H2O(l) = oleic acid(aq) + diolein(aq),triacylglycerol lipase,3.1.1.3
CHB_15377 + PBC_5497164 = CHB_16196 + PBC_5283468,Keq_4019,-40.16046631,0.25,,,57280.68285,diolein(aq) + H2O(l) = oleic acid(aq) + monoolein(aq),triacylglycerol lipase,3.1.1.3
CHB_16171 + PBC_9589 = CHB_17154 + MAN_10115,Keq_3705,-17.71334795,0.25,,,1280.612379,nicotinamide mononucleotide(aq) + 3-acetylpyridine(aq) = 3-acetylpyridine mononucleotide(aq) + nicotinamide(aq),NAD(P)+ nucleosidase,3.2.2.6
CHB_15846 + PBC_9589 = CHB_17154 + PBC_123927,Keq_3704,-124.7512826,0.25,,,-365.8648596,NAD(aq) + 3-acetylpyridine(aq) = 3-acetylpyridine adenine dinucleotide(aq) + nicotinamide(aq),NAD(P)+ nucleosidase,3.2.2.6
CHB_15377 + MAN_10136 = MAN_10130 + PBC_151021,Keq_1267,-75.41135131,0.25,,,-13992.64114,N-benzoyl-L-tyrosylglycinanilide(aq) + H2O(l) = N-benzoyl-L-tyrosine(aq) + glycylanalide(aq),chymotrypsin,3.4.21.1
CHB_15377 + MAN_10067 = CHB_42843 + PBC_151021,Keq_438,-72.32497853,0.25,,,-1565.178188,N-benzoyl-L-tyrosylglycinamide(aq) + H2O(l) = N-benzoyl-L-tyrosine(aq) + glycinamide(aq),chymotrypsin,3.4.21.1
CHB_15377 + CHS_109236 = CHB_16259 + CHB_42843,Keq_2648,-82.00224035,0.25,,,-591.9339113,N-acetyl-L-phenylalanylglycinamide(aq) + H2O(l) = N-acetyl-L-phenylalanine(aq) + glycinamide(aq),chymotrypsin,3.4.21.1
CHB_15377 + MAN_10088 = CHB_15429 + CHB_21563,Keq_1351,-103.774558,0.25,,,32470.85432,N-acetyl-L-tyrosine hydroxamic acid(aq) + H2O(l) = N-acetyl-L-tyrosine(aq) + hydroxylamine(aq),chymotrypsin,3.4.21.1
CHB_15377 + PBC_269632 = CHB_17296 + CHB_18089,Keq_1416,-99.06314263,0.25,,,25255.58338,hippurylanilide(aq) + H2O(l) = hippuric acid(aq) + aniline(aq),papain,3.4.22.2
CHB_15377 + MAN_10150 = CHB_16259 + MAN_10092,Keq_2533,-42.78102948,0.25,,,-1091.759,N-acetyl-L-phenylalanine-L-dibromidetyrosine ethyl ester(aq) + H2O(l) = N-acetyl-L-phenylalanine(aq) + L-dibromotyrosine ethyl ester(aq),pepsin A,3.4.23.1
CHB_15377 + MAN_10127 = CHS_2006119 + CHS_643364,Keq_3562,-143.7960897,0.25,,,42671.97088,N-(benzyloxycarbonyl)-L-aspartyl-L-phenylalanine methyl ester(aq) + H2O(l) = N-(benzyloxycarbonyl)-L-aspartic acid(aq) + L-phenylalanine methyl ester(aq),thermolysin,3.4.24.27
CHB_15377 + CHB_3537 = CHB_45807 + MAN_10122,Keq_2957,-57.3946155,0.25,,,12136.08253,cephaloridine(aq) + H2O(l) = 2-thienylacetic acid(aq) + 7-amino-3-(1-pyridyl-methyl)-3-cephem-4-carboxylic acid(aq),penicillin amidase,3.5.1.11
CHB_124991 + CHB_15377 = CHB_2255 + CHB_45807,Keq_2958,-49.26254965,0.25,,,12494.89075,cephalothin(aq) + H2O(l) = 2-thienylacetic acid(aq) + 7-aminocephalosporanic acid(aq),penicillin amidase,3.5.1.11
CHB_15377 + CHB_3534 = CHB_44962 + CHB_64984,Keq_2956,-82.01374667,0.25,,,6401.004344,cephalexin(aq) + H2O(l) = 7-aminodeacetoxycephalosporanic acid(aq) + D(-)--aminophenylacetic acid(aq),penicillin amidase,3.5.1.11
CHB_15377 + CHB_3480 = CHB_17656 + MAN_10023,Keq_4243,-71.52140979,0.25,,,9166.31929,cefamandole(aq) + H2O(l) = 7-amino-3-((1-methyl-III-tetrazol-5-yl)-thiomethyl)-cephalosporanic acid(aq) + D-mandelic acid(aq),penicillin amidase,3.5.1.11
CHB_15377 + MAN_10089 = CHB_30745 + CHB_64984,Keq_2953,-77.63048146,0.25,,,18347.41594,7-phenylacetamidodeacetoxycephalosporanic acid(aq) + H2O(l) = 7-aminodeacetoxycephalosporanic acid(aq) + phenylacetic acid(aq),penicillin amidase,3.5.1.11
CHB_15377 + CHB_2676 = CHB_15695 + CHB_16705,Keq_4207,-120.5619384,0.25,,,28581.73053,amoxicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D-(4-hydroxyphenyl)glycine(aq),penicillin amidase,3.5.1.11
CHB_15377 + CHB_61222 = CHB_30745 + MAN_10074,Keq_2961,-114.000548,0.25,,,39885.6098,penicillinoic acid(aq) + H2O(l) = penicic acid(aq) + phenylacetic acid(aq),penicillin amidase,3.5.1.11
CHB_15377 + CHB_28971 = CHB_16705 + CHB_44962,Keq_2954,-122.7690563,0.25,,,41806.94645,ampicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D(-)--aminophenylacetic acid(aq),penicillin amidase,3.5.1.11
CHB_15377 + CHB_2700 = CHB_15843 + CHB_16000,Keq_4234,-73.2911329,0.25,,,3460.386202,anandamide(aq) + H2O(l) = ethanolamine(aq) + arachidonic acid(aq),anandamide amidohydrolase,3.5.1.99
CHB_15377 + CHB_71464 = CHB_15756 + CHB_16000,Keq_4235,-66.97714916,0.25,,,11688.19006,palmitoylethanolamide(aq) + H2O(l) = ethanolamine(aq) + palmitic acid(aq),anandamide amidohydrolase,3.5.1.99
CHB_17535 = MAN_10208,Keq_1072,-9.397056568,0,,,5473.711511,L-arabinose(aq) = L-ribulose(aq),L-arabinose isomerase,5.3.1.4
CHB_15351 + CHB_16347 = CHB_15346 + CHB_57589,Keq_2547,89.06440325,0,,,-1076.665759,acetyl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-acetylcarnitine(aq),carnitine O-acetyltransferase,2.3.1.7
CHB_17666 = CHB_16332,Keq_1064,-5.914398658,0,,,-235.0790724,L-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq),L-ribulose-phosphate 4-epimerase,5.1.3.4
CHB_541975 + PBC_4156341 = MAN_10082 + MAN_10151,Keq_1411,-33.77200053,0,,,44135.49737,"5-androstane-3-ol-17-one(aq) + TNAD(aq) = 5-androstane-3,17-dione(aq) + TNADH(aq)",3-hydroxysteroid dehydrogenase,1.1.1.50
CHB_30863 + CHB_30864 = CHB_30839 + MAN_10148,Keq_4223,-27.8353038,0,,,7795.267586,(S)-dihydroorotate(aq) + oxonic acid(aq) = orotate(aq) + dihydroxonic acid(aq),dihydrooratate dehydrogenase,1.3.99.11
CHB_30864 + PBC_123926 = CHB_30839 + MAN_10059,Keq_1272,-139.777014,0,,,44747.74028,(S)-dihydroorotate(aq) + AP-NAD(aq) = orotate(aq) + AP-NADH(aq),dihydroorotate dehydrogenase,1.3.99.11
CHB_15517 + CHB_50428 = CHB_36926 + MAN_10081,Keq_669,0.359666308,0,,,-5743.368072,butanoyl-CoA(aq) + indophenol(aq) = 2-butenoyl-CoA(aq) + reduced indophenol(aq),butyryl-CoA dehydrogenase,1.3.99.2
CHB_15517 + PBC_6817 = CHB_36926 + CHB_8653,Keq_812,20.24212574,0,,,3713.949054,butanoyl-CoA(aq) + pyocyanine(aq) = 2-butenoyl-CoA(aq) + reduced pyocyanine(aq),butyryl-CoA dehydrogenase,1.3.99.2
CHB_1989 + PBC_123926 = CHB_15638 + MAN_10059,Keq_3966,-49.61326274,0,,,11134.66734,"5,10-methylenetetrahydrofolate(aq) + AP-NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + AP-NADH(aq)",methylenetetrahydrofolate dehydrogenase (NAD+),1.5.1.15
2 CHB_15633 = CHB_15635 + CHB_27470,Keq_3255,-16.86964841,0,,,-8854.321194,"2 7,8-dihydrofolate(aq) = folate(aq) + 5,6,7,8-tetrahydrofolate(aq)",dihydrofolate reductase,1.5.1.3
CHB_15641 + CHB_16238 = CHB_17877 + CHB_1989,Keq_1426,56.93791506,0,,,-21664.47715,"5-methyltetrahydrofolate(aq) + flavin-adenine dinucleotide(aq) = 5,10-methylenetetrahydrofolate(aq) + reduced flavin-adenine dinucleotide(aq)","5,10-methylenetetrahydrofolate reductase (FADH2)",1.7.99.5
CHB_15346 + CHB_17858 = CHB_16856 + CHB_17586,Keq_1486,-6.549873372,0,,,3813.251827,CoA(aq) + oxidized glutathione(aq) = CoA-glutathione(aq) + reduced glutathione(aq),glutathione-CoA-glutathione transhydrogenase,1.8.4.3
CHB_15637 + CHB_18406 = CHB_15635 + CHB_18381,Keq_4277,31.63181665,0,,,9242.665455,10-formyltetrahydrofolate(aq) + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide(aq) = tetrahydrofolate(aq) + 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide(aq),phosphoribosylaminoimidazolecarboxamide formyltransferase,2.1.2.3
